text,label
Quiero un perro así porfiii.,1
@user Son dos frases. La una complementa a la otra. Así se entiende mejor,0
Me pongo al día con Re:zero en dos días y medio y ahora me dejan una semana intrigado por el final del capitulo. Esto no se hace eh,2
"@user Vieras que a mi lo del dresscode de mi brete no me molesta, sólo quisiera poder teñirme el pelo morado",1
"#2AñosDeLegiónHolk No importa que seas ""niu"" o ""old"" Si amas a LH , eres bienvenido a mi casa",0
@user @user yo ya en eso no me meto  sacar las cosas de contexto y llevarlas a tu terreno es algo diferente,2
@user pero eso no es abstracto,1
"Soy jodidamente feliz  Me encanta mi vida enserio, a veces no aprecio la suerte que tengo.",0
Creo que alguien me ha bloqueado. Es una sensación rara porque empezaba a tenerle cariño a esa persona y no lo entiendo. Me siento mal,2
"@user No te preocupes Yuya, te entendemos. Que te mejores pronto.",1
"@user dile a Alex que hay aceites para cuando te duchas que arreglan la piel como los ""codos"", ahora los tengo finísimos",0
Han talado el abedul gigante que había en la esquina de Ríos Rosas con Castellana  ¿Alguien sabe porqué? #Madrid,2
"Voy a cambiar mi vida, dejaré de salir por un buen tiempo",1
"Las Palmas nuevo y modesto líder de 1ª división empieza por ""L"" como Leicester...  #ahílodejo",0
@user ah era hoy? mañana durante el día puede llamarme y con mucho gusto a plena luz del día no en lo oscurito en barrios mierda,2
"@user despídete de todos, deséales feliz año y bye bye",1
"Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios",0
@user no se si seré tan despreciable,2
".@user ¿Me dice garrullo, llamándose Domingo? Esa es buena  @user @user @user",1
"@user Ambientado también en Italia, es una comedia sobre una serie de parejas y entuertos, con honor, clase social y mucho humor",0
Soy el unico al que le da mal rollo la gente con gafas de sol? es que no sabes si te está mirando o no y pues,2
Quiero entrar en algún grupo de WhatsApp feminista o lgtbfriendly,1
Lo mejor de la vida ver Skins,0
@user claroooo o a varios solo que ya les vale ... PSOE roto etc,2
@user @user @user @user @user @user Para explicar lo de los 6M nos pondrá el profe documental de Youtube,1
acabo de hablar con alba y ya esroy un poquito mejor,0
"@user Pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +",2
@user y su canción: Se non te #VIDEO Publicado el 10 Nov del 2013 y aquí te lo compartimos,1
"@user llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...",0
"Muchos días de sol, calor y numerosos incendios. En España hace mucha falta que llueva y parece que no queda mucho",2
"@user no las des, en serio.",1
@user con lo majo que eres,0
Uníos a él en vez de venir a dar por culo a las feministas si tanto OS JODE nuestro movimiento,2
y quiero ir de nuevo al Cosmocaixa,1
@user @user buena nana para dormir,0
Cuando queres comprar muchas cosas pero eres pobre,2
Si os interesa o teneis algun conocido que le interese el Airsoft. Vendo L96 (nueva) y G36. Mascara y mas cosillas. RT se agradece,1
"@user @user Qué chulada! Mola mucho el post, chicas!",0
Estoy sensible y lloro por todo y,2
"Quiero amigos que le gusten mis gustos musicales, ya tengo pero viven largo",1
@user Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos!,0
@user a mi ya se me fueron los 2gb,2
@user Lo pronunciamos pellót así fuerte!! . Cl,1
Enamorada de Second to Last Love... Veré probablemente la japonesa luego.,0
@user NOOOO omg siempre me pierdo los mejores fanarts,2
Ayúdanos a conocerte mejor para seguir mejorando  ✍️  ¿Cómo conociste #Microteatro?,1
D.O eres genial ...Feliz cumpleaños y q sean muchos años más #E #EL #KPOp,0
"@user me perdí esa encuesta, últimamente estoy mucho menos activo.   Pasad un buen rato en el directo",2
@user illo que ya me han enviado 5 personas diferentes snpachats con palomitas,1
@user @user @user Nos encantará saber tus  impresiones sobre el libro. Seguro que Nora estará encantada también.,0
"Entre todas las miles de personas a las que le podía haber pasado eso, ME PASA A MI -.-'",2
"Amigos, me sacaron la mierda hoy pero estoy feliz",1
"Próximo destino ......Londres  ,no puedo estás más feliz ,ha currar al extranjero yupiiiii !!!",0
"JAJAJAJAJJA, me le cague por que si y listo 🤘",2
"@user Hola , queria preguntarte si el nuevo cafe Chiapas, es el mismo shade grown porque voy a hacer degustacion pronto ...",1
@user @user buscando la mirada perfecta Roci,0
"""Mae mañana llego a las 10, cuidado te quedas dormida porque a las 10 estoy ahí"" -Liena, se quedó dormida y no ha llegado.",2
"@user @user @user @user ohhh lo mismo! También con concierto, lo que no se, si será el mismo",1
Clásico día donostiarra para quedarse en casita con el fútbol #Donostia #Fútbol,0
Me quiero morir para no tener que aguantar esta puta calor,2
FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),1
"@user una de mis favoritas de tu galería, la luz que captaste es muy misteriosa además... me encanta!",0
Y el daño moral que le hacemos a Amancio con nuestras críticas? Seguro que está triste y no duerme bien por las noches,2
"Manuel Carrasc  -Uno x Uno me gusta  -Vale -Ok -ta luego maricarmen  -no me gusta pero, vamos a decir que lo respeto  -me se canciones",1
"@user Otro para ti Javier, me ha hecho mucha ilusión tu respuesta. Gracias de corazón  feliz noche.",0
Y sigan criticandome hablando paja de mi que yo seguiré viajando y dándome la vida que yo quiera.,2
@user o compra fundas de móvil transparentes y las pintas como una pokebola y hazes una pagina web donde las puedas vender,1
lo mejor de to es que me examino justo el dia de mi cumple pero bueno la vida,0
"@user Pero si tú sólo comes paellas-de-verdad, japo pijo yr a  cosas desas de subir a Instagram, homrepordios",2
@user amiga siiii y la pobresa extrema sigue,1
Que graciosa va a estar la pretemporada,0
vale acabo de ver algo muy desagradable gracias cris y buenas noches,2
@user Quiero verte otra vez  vuelve ya de tu cvtre pueblo.,1
Como chiquito con juguete nuevo,0
En pleno 2017 y hay servicios que sólo se pueden utilizar con Windows...,2
"@user @user @user @user ""Resultad Sobrevives"" lo de estar loco funciona",1
@user Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!,0
Erito es una mala persona,2
"No se que está pasando conmigo ultimamente, pero extraño a toodooos",1
Hoy tuve un día muy lindo me chinearon mucho 2 amigos y el jueves uno que amo mucho.,0
"Utopí audiencia estable, media de más de 8'5 en Imdb etc... Pero fue cancelada. No se puede tirar tanto de la manta farmacéutica",2
@user Cuando veas una que te guste de color no negro tell me,1
Mira que cucada 😍😍😍😍😍😍😍😍😍 Le he puesto hasta el lacito k llevaba el de ash  http,0
"Me ha explotado un vaso en la mano, que forma tan bonita de empezar el día",2
@user  Que cabrones..... puffff  .... Bueno se empieza de nuevo no pasa nada jejej,1
@user @user @user @user Al final ha sucumbido el maldito a nuestra dura mano,0
"@user tienen muchos problemas de espalda, rodillas y tobillos  pero solo compiten hasta los 22 o así. Con 22 ya eres viejo.",2
siempre que intento ver una nueva serie en NF termino viendo stranger things.,1
@user algún día me mandaras un md y me dirás cosas bonitas como te digo yo  te quiero 😳💞,0
@user Porque nunca nos toca un arbitro bueno? Hay alguno que sea bueno para el Valencia?,2
Un meme de miércoles para un Perú más consciente #EsNiceSi retuiteas #YoCuidoElAgua,1
"@user  Yo cuando pueda quiero tener el Omega Constellation,, con los numéricos romanos.",0
@user somos más felices sin ti,2
La realidad es que ella ya no es mi mejor amiga,1
"Fue muy bonito postular para el CEUP, hacer cosas que nunca pensé que podía en cortísimo tiempo, de hecho me enseñó a organizarme. #feliz",0
@user ya no tendremos el mismo,2
"Me encontré una tarjeta pegada en el cajero y llamé al banco para reportarla, la dueña puede estar tranquila #whatgoesaroundcomesaround",1
Ser el villano de la película es lo mejor,0
En serio que feo ir al mall este día. Mañana seguro estará peor.,2
@user tendremos que probarlos y de paso hacer alguna video receta chicos  @user,1
Y los directos deberían ser totalmente estables (ya que en Madrid solían darme problemas) Se vienen cosas chulas,0
Muchas gracias queridos SPOILERS #TWD,2
Ocupo ruedas nuevas para los patines,1
"@user jajaja perdón, la serie está muy buena",0
Me retuitea gente que no conozco y sus amigos no tiene los mensajes abiertos y no sé que haser,2
Alguna buena moza que me diga a qué hora y qué días echan Teen Wolf,1
@user vente aquí a caceres y te llevo a un sitio donde verás la luna preciosa,0
"@user Qué fácil es quedarse calladito, bajarse los pantalones y no decir ni mú... Cuánta ignorancia en tu ""opinión"". Saludos",2
Soy una atrevida ay  todos me lo dicen,1
@user @user ¡Buen viaje! Hasta la próxima aventura  Un abrazo,0
"@user ugh siii, de lo peor",2
Es tiempo de una nueva aventura,1
"@user @user ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline",0
@user @user cabrooon siempre te acabas follando a mis novias/esposas!!,2
"Marca el valencia B el 0-1 en la DANI JARQUE, hay que decir que jugamos con 1 menos por expulsión más que rigurosa de un defensor perico",1
"@user Gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos",0
"@user maldito ataque de ansiedad tampoco lo soporto, es por eso que los dramas en emisión me hacen sufrir horrores",2
Casi me aplasta un árbol pero lo bueno es que en la casa ya llegó la Navidá,1
"@user ya.. se le va, pero me gustó igual  lo siento, sino.. BLME está bien adaptado o los libros de Sparks",0
"3 años siguiéndote y ni una mención, con lo que te quiero  @user  #askalvarogango",2
me llevo bien con los ex de @user jaja hasta jugamos pichangas @user #yosupereamiex,1
@user en francia probé un ramen de bolsa que era más rico que Tokyo Ramen llévenme al primer mundo,0
Todavía son las nueveeee e e e e e e eeee Uf,2
"@user Yo he ganado recursos haciendo justo eso, demostrando que el colega usó resúmenes acomodados",1
"Y en mi momento de alta autoestima/ego, les puedo asegurar que mi sonrisa se contagia  (en persona, obviamente)",0
Que seriedad pues papá!! A ver el cabello con TINTE? Me da bien? MEJOR PREFIERO NATURAL! Así me identifico,2
"La receta de la felicidad, es saber que quien no experimenta, crea, innova, no sera seguro de si mismo.",1
"@user 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona!",0
Yo voy ciego y me vuelco a csa,2
@user ese es mi estado continuo...,1
@user Slides preparadas !! (al menos la primera versión..,0
@user ya pero 15 euros... Al final la pillare pero me quedo pobre ahora mismo,2
"Creo que pocas veces he estado tan enfadado como esta mañana, pero bueno, entre Uncharted 4 y el ejercicio me han animado",1
"Super Junior es un escape a todas las cosas malas que pasan en mi vida, es por eso que al apoyarlos no lo veo como una obligación",0
¡¡No a las agresiones sexistas durante y después de las Fiestas!!  #Sangüesa,2
A ver que asi a lo tonto me quedan solo 2 dias en Galicia.,1
@user ... Buena elección! Gracias por empujarme a verla antes que la saquen!,0
"@user pues es egoísmo, insolidaridad, y miedo. Aunque ya sabes que no seré yo el mayor fan de Podemos",2
"""y recuerda que SIEMPRE mañana será otro día"" palabras de alguien que siempre estará conmigo",1
"Hoy están participando muchas más mujeres, lo que me alegra mucho. Ya sea para preguntas propias o para hacer preguntas por su pareja",0
Tengo los labios super secos #anli,2
@user con todas las cremas jajaja tmr tengo hambre jajajsjs,1
@user me has hecho llorar con tu video para Cate !! Que bello amor Lograste transmitir tus mejores sentimientos! Vibras para ambos,0
@user Debió decirlo! No le parece chirriante que sea igual al texto de 7 Caníbales? Se lo digo desde el respeto.,2
Estoy sola en un banco,1
"@user @user No es perfecta, tiene sus cositas. Pero el balance es bueno, bastante bueno. Y claro, sales cantando",0
"Esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido",2
Buenos días y #felizmartes. Cuántos de vosotros llegáis al final de vuestras #vacaciones? Y cuántos las tenéis a la vuelta de la esquina?,1
"@user bueno, a veces es lo único que tengo, y hay algunos que merecen la pena",0
Yo todo ilusionado porque he encontrado un disco duro externo en casa para meter toda la mierda del portátil y es de dos gigas,2
Lo bueno del frío es que puedo comer como siempre y echarle la culpa al mismo,1
@user Ojalá mi Robbie Williams... Sería ideal teniendo una nueva era al caer. O Take That!,0
🌼 evan peters 🌼  -casi siempre me equivoco y pongo evans peter  -dejadme -es muy sdasldjalsk,2
Ayer inicie con mi proyecto de hacerme mi propia huerta,1
"@user no te conozco, pero tras un vistazo en tw pareces guapa e interesante. Ánimo, espero que puedas recuperarte poco a poco",0
que cansado me tenes albacete... que cansado!!    sino vuelvo a rosario en verano........... ojo.,2
"Preparando la maleta, proxima parada #huelva #fiestasconamigas  💃🏻👯🚆",1
@user Mis sentimientos y mi orgullo por el Valencia son muy grandes. Yo quiero lo mejor para el Valencia.,0
"""Él es raro, pero es hay q estar demasiado mal de la cabeza para querer estar con alguien tan dañada como yo"". -Yo, hablando con mi papá.",2
"@user sisi, xa lle vexo a cara mañan no examen",1
@user Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!!,0
"@user @user  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así, pero eso era malo",2
@user Los equipos son igual de serios que en la liga que juegan,1
Hoy soñé que @user era mi profe de actuación y fui extremadamente feliz.,0
"Que #Rajoy no logre la #investiduraRajoy NO ES NOTICIA, lo contrario sí... Pero serán becarios los que están en prácticas",2
@user uf ......quién se atreve a juzgar .....yo me voy a dar una ducha fría,1
"@user, experto en hacer reencuentros inolvidables since 1994",0
"A Piper no le gusta que robe en las casas ni a la gente, Piper se ha ido a la basura junto a albóndiga",2
@user Faltan las canciones que cuando estás triste te hacen llorar y a la vez reír cuando estás alegre,1
"@user Va perfecto entonces, ¡muchas gracias!",0
La verdad esque por YT he hecho cosas malas y me arrepiento y pido perdon pero pff,2
"@user si conoces algún productor que quiera llevarse la obra, que se contacte con nosotros",1
"@user ah bueno, eso duele menos que el dedo del pie heee jajaja calma calma... laura lo arregla",0
"New Balance podría dejar de ser el patrocinador de la Sele o sea, camisetas feas otra vez",2
"Va, aprovechad q estoy aburrido y de vacaciones, y me apetece dibujar tradicional, decidme un diseño de tattoo sencillo y molón",1
"@user si al final acabamos hablando un rato, era muy simpática  @user",0
"Hoy me sentí como grace de ""al fondo hay sitio"" cuando la atropellaron, solo que no fue de mentira y casi no la cuento que horrible",2
Yo con ganas de tirarle mi batería externa a @user para que no se le descargue el celular,1
Amo la nueva canción de Sofía Reyes,0
Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!,2
"@user Yo no te pido la luna solo pido que me toque la bonoloto, para salir de los problemas.",1
Mañana va a ser un día guay,0
Mañana me sacan sangre y tengo que ir en ayunas. Dadme ánimos ante esta situación tan heavy que me está tocando vivir,2
@user fui durante 11 años comercial de una multi discográfica y trabajé con Fnac. Sé lo digo.,1
Fin de la Misión #Lima-limon: Muchas gracias a tod@s por el cariño y por la buena onda!! El tiempo fue corto pero se repetirá visita,0
Silvia pesada deja de dar rt que me sale doble notificación,2
No me quiero ir bueno sí pero no,1
"@user buenos días, último día laboral, me voy a vacaciones una semana. Éxitos en sus vidas y que sean muy felices",0
Casi siempre me hacen fotos sola y quiero fotos cuquis con gente,2
"Ya llegó Unidos Podemos, @user y @user acaban de llegar juntos al @user",1
"@user no, llevamos una ruta pero nos dejan unos cuantos días libres, así más cómodo, que voy con mi padre y pasó de ralladas",0
@user oye pero yo no soy tan burguesito sbs,2
Igual no iré porque estoy más ajustado,1
"Perdon, las dudas en Twitter a traves de #askLFI  Las ayudas #ayudasLFI es una convocatoria de ayudas, muy interesnate tambien",0
@user @user @user cabrones que sabéis que soy pobre,2
"@user En ese caso, todo bien. Tengo derecho a equivocarme si su tweet es ambiguo Hahahaha. Saludotes",1
@user Señor tiene usted una invitación formal a nuestra serie Mundo Chiquito. @user mándale el contrato,0
"@user Capitán américa, hipervitaminado, te he dicho ya que hoy no estoy feliz contigo?",2
"Jo, claro!! Estoy sin móvil desde hace mucho, cualquier cosa ya sabes @user",1
@user Pero pero porque eres muy guapa,0
@user Ojalá que no Yo aun no entiendo bien qué motiva a Assange. Destrucción total?,2
"2:12 am, está semana he dormido 17 horas, hago examen de química a las 8 am y salgo del brete a las 10 pm",1
que bonitas mis niñas las amo tanto,0
Fue la semana mas ocupada evershhh yyy no estudie conta yyyy no entiendo nada yyyy mañana es el examen,2
Imágenes del verano en nuestra querida #Zaragoza.  http,1
"@user Stranger y Mr. Robot ya las he visto, pero eres la segunda que me recomienda The get down, así que a por ella voy, gracias!",0
"Lo peor es que yo me marché cuando @user se empezó a relacionar con la gente de la disco, yo quería tomarme una copita con ella",2
Yo solo quiero que me engria,1
Yo quiero más lasaña de ayer! Cocinan rico donde me adoptaron ayer,0
vos tampoco des fav que no me tenes contento,2
@user yo soy totalmente puntual,1
"@user @user Muy buenos días  Por cierto, ¡muy buena la foto!",0
"tengo muchas ganas de mimitos, y sabia que pasaria y ahora pos  a ser fuerte o algo",2
"@user Disculpa, no estuvimos en Twitter  Si lo volvéis a hacer no dudéis en mencionarnos!",1
@user espero sobretodo tenerla con mi niño  jajajaja. gracias guapa ♥,0
"@user @user estoy cansado ya de salir a la calle y que todo el mundo me para para hacer fotos, esta vida es muy dura",2
"Aahhh bueno, gracias a todos por sus buenas vibras, sí quede para el trabajo",1
@user me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas,0
@user lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre,2
@user póntela y te das una vuelta por Málaga porfa,1
"El último día de trabajo, al fin",0
"Estaba dormida y me desperté por un mensaje,ahora no puedo dormir.",2
"@user  ""chatarra"" es a lo que llamas piezas de misiles de alta gama, bombas, cohetes, todas diseñadas por él",1
Y yo!! pero no soy famoso  Lugar muy recomendable y las de Colon tambien!! http,0
Mi hermana y mi mamá hablando con sus personas importantes y yo acá haciendo mi tarea de cálculo con dolor de cabeza,2
@user empezando Python con @user emocionada,1
@user Tengo unas enormes ganotas de conocerte,0
"""Bla bla bla...eres la mejor pero no te quiero en mi vida, bla bla bla.."" lo de siempre!",2
Y bueno las cosas llegan cuando no las dices..... recierto,1
"@user Gracias  ya me pasó una vez y los antibióticos fueron milagrosos, estoy deseando que vuelva mi madre con ellos",0
@user no que eso es ilegal,2
@user te doy un poquito,1
@user @user las palabras y las emociones que generan son muy útiles para generar cambios,0
"Llevo toda la mañana haciendo cosas y no he podido ver ni moon lovers, ni signal, ni nada",2
Ay la canción de tercer cielo,1
"@user Gracias por lo de ""ídolo""  Aunque solo soy una persona normal y corriente que escribe libros",0
"@user cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.",2
"@user que buena, esos alucinados que fingen ser Lobos, y esos que fingen ser gay y no saben nada de nosotros",1
@user @user @user gggg pues habrá que hacer algo conmemorativo en tu bar,0
Se me dan muy mal las despedidas,2
Entró a trabajar a la 1:30 p.m y yo en San Carlos Mi tío cree que voy a llegar puntual.,1
"@user @user siiiii, y de nuevo estoy en lista para ir al programa. Y luego el concierto de OT",0
"Entiendo que mi tarjeta gráfica se muera, lo que no entiendo es porque puedo ver algunos vídeos y otros no...",2
"@user A falta de varias suyas (como Big Fish, ya bajada) me quedo co ""Pesadilla antes de Navidad"" y ""James y el melocotón gigante""",1
"@user bien!!!viva México,viva los pueblos indígenas,viva una América libre!!!",0
"@user no había visto tu respuesta!Sí, sí, sé que es correcto, lo consulté , pero es poco habitual, llamativo, algo friki... no?",2
Mañana se madruga para ir a trabajar a la casi frontera norte. Si puedo me paso y voy por Toñas y tostones,1
"Un hastag por un buen motivo, dadle a tope venga  #demoslelavuelta",0
lo q mas odio de ir al centro es cuando cojo el bus sola  vaya aburrimiento me siento sola,2
"El próximo vídeo es simplemente explicando cómo participar para salir en ""Respondiendo en Verso"" especial 500.000",1
"@user eres un grande, la mayoría de gente no sabe diferenciarlos y es muy sad",0
Hoy estoy un poco triste,2
@user @user @user gracias   Si lo malo de la verdad es que no necesariamente nos hace felices.,1
@user te deseo muchísima suerte en tu próxima aventura tío,0
@user Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años,2
@user sii!! antes que entremos a clases tierna,1
Por esos amigos que les dices que estas triste y ya te están planeando las salidas hasta los viajes a futuro con ellos Como los quiero,0
"@user Me apiado de ti, yo me entero de que existen porque tú los encuentras. O sea, alguien los lee primero",2
Quiero hacerle algo especial a David para que cuando lo vea sonria pero no se me ocurre nada,1
"Lo conseguí, fin de inventario, despues de dos dias de duro trabajo, ahora a dormir, ya huelo laas vacacioness",0
"@user que yo recuerde, no le he faltado al respeto, pase usted un buen día. Salud y república",2
Yo ahora podría estar en mi casa de zgz viendo los premios en la tele tan ricamente l tenerlos grabados pero no,1
Acampar es de mis actividades más favoritas del mundo mundial,0
Necesito que sea viernes para que paguen. Estoy en la miseria total,2
Martita guapa verde Brandon  Se que no pega la foto pero  http,1
@user Muchas gracias!! Feliz por haber formado parte de esta edición del Master!,0
"Lo malo de no poder dormir, es que a estas horas no tengo a quien molestar, todos duermen.",2
Mientras mi jefe no se entere todo ok lol Los demás si tenemos sentido común,1
"¡Buenos días! Aquí andamos, con el Síndrome post-Uncharted 4 :S Necesito jugar los 5 de golpe... Peeeero no hay tiempo",0
"@user Tu vida ha parido a un grandisimo hijo de la gran p... , un maravilloso hombre!!.",2
@user @user @user @user @user el tiempo dirá . Ojo xq a Ps las 3ras tb le vienen terrible. #Pdr4President,1
Felicidades a mi bonita @user  Espero verte muy pronto y que vengas de una vez a una quedada  Te amo magicamente bebe ♥,0
"@user mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor",2
Hola me complacerían con #ParaOlvidarte de @user por faaaaa Saludos desde Liberia @user,1
"@user en cualquier caso gracias por tu ""welcome back"". Qué cálido ha sido",0
En mi casa todos morirán el día que haya un terremoto. Nadie me hace caso. Yo la única zonza parada en toalla en la calle.,2
"@user de aquí nace una bonita amistad  Pero bueno, si la decpeción es solo por el software ni tan mal! @user @user",1
Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @user,0
"@user No sé si está traducido, yo lo busqué hace tiempo y sólo lo encontré subtitulado",2
"@user en realidad si. Clarke aun esta ahi quiero ver q hacen con su personaje, asi q no se q hacer haha",1
@user conmigo siemprw puedes hablar,0
"@user @user te mato, mañana por la noche máximo eeh. Te dejo que descanses hoy",2
"@user @user esa es ground speed, ahi le influye el viento en cola que debia tener el avion, saludos",1
"Hola buenos días, me he dormido a las 5 y algo y me acabo de despertar y se me ha ido el sueño",0
"@user Jo  no me parece bien porque se va a ir Yessica a la primera, pero bueno al menos ha llegado al TOP8, no la esperaba aqui.",2
Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud,1
Menuda joyica @user que has reclutado para tus tierras,0
Hubiera tenido novia y hubiera pasado en más chill y menos Netflix estos 22 días de la casa sola,2
Si ocupan gente para una mejenga yo estoy disponible,1
"@user Te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés",0
@user @user @user qué mazo utilizáis? No me dejéis con la miel en los labios,2
"@user una pena, en serio, aún no se saben las causas, verdad?",1
"En mi cabeza, en mi cabeza vas dando vueltas! Estoy muy emocionado por algo GIGANTE que se me viene!!!!!!",0
@user lo malo que el palmarés de los que se han ido era mientras jugaban en el @user,2
"@user Hmm no sé qué decirte, mientras no dejes la jaula abierta no pasa nada  Pero se recomienda que salgan un ratito al día +",1
@user Siempre puedes levantar la vista y ver el cielo azul y rascacielos.,0
@user Que cabrito   y te quito años  @user perdónale porque no sabe lo que dice... o si ? Abrazo a los dos,2
"@user @user @user sip, te entendí por tu tuit anterior",1
"Sigo imbatible ganando a Fifa siendo visitante en otras casas. Esta vez ha costado mucho más, pues era en Fifa 13 de 360",0
"@user @user no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado",2
"superar un libro de Colleen Hoover con otro libro de ella es mala idea, ¿verdad?  pues lo voy a hacer ahora",1
Hoy microaventura en #kayak con dos expertos kayakistas  Ría de Villaviciosa. @ El Puntal… http,0
Lo peor de estar malo y tirarse toooooodo el día durmiendo es que ahora por la noche no me duerme ni el tato...,2
y lo peor de todo es que funcionaba maldita Jaco como te quiero,1
WORK FROM HOME!! Sería espectacular y poder verlas más!  #ConMTVal727Tour,0
@user Pero que aún así no me creen,2
Con lo tranquila que yo estaba...,1
"@user mercado a,  erosky y demás tienen compra online",0
"Por gusto redacté un testamento para que Ale se lo publique a Steven ... Gracias Perú, me dejaste misio y encima Ale no publica nada",2
"Trataré de ser positiva este último mes, para que no me vaya tan mal como todo el maldito año",1
@user @user uno de nuestros festivales favoritos!! Hemos ido dos veces,0
no quiero q troye se haga famoso  q luego empiezan todas las de mi ciudad a mojabraguear 😡,2
"Mamá haciendo limpieza  Esto no sirve, esto botalo, etc. Máááá son mis peluches , ya estás grande, acá no hay bebes!",1
"@user estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas...",0
ponedme algo que triste soy,2
@user @user @user @user el.partido estaba pa Lugano,1
"@user feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!",0
@user Te tengo que recordar quien menciono a quien primero? Igual por tener sangre ferrolana eres mas lentita,2
@user la parte de acción se me hizo muy pesada. Pero los momentos bonitos son muy bonitos,1
@user @user Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos!,0
Quiero hacer un brindis Por menos personas hipócritas en el 2017,2
@user @user Ninguno de los clubes lo hizo oficial pero se dice que sí,1
@user @user bienvenido al lugar en el que una bufanda nunca sobra,0
"Rivera y Rajoy no han pactado que Nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. Nos vemos el 25D",2
"Soy de esos que, aún cuando la comida esté lista y tenga hambre, si no me sirven me da pereza y no como",1
"Se nos está volviendo costumbre del domingo por la noche, ver el episodio anterior de SNL y eso me hace recibir el lunes en un mejor mood",0
@user pero después de ducharme tampoco se queda así,2
"URGENTE!!! VENTA MY NAME TIKETS!!! Tengo dos tickets ULTIMATE VIP pero no podemos ir  los vendo más baratos, contactad conmigo!!!",1
Esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  Yoshi aparece,0
"@user @user escríbele cosas bonitas, así no te va a dar ❤️",2
@user @user o al menos pasad fuentes! Yo estoy viendo para reciclarme un poco,1
@user @user Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas,0
Oye @user tiraros un descuentiyo asi del 40% aprox que quiero subir a bilbao y sale muy caro  todo sea por ser cliente fiel,2
¿y por qué con el morado o azul no pasa lo mismo? sería genial cagar de colores,1
Listo. A empezar con las metas del año,0
"@user hacia ti no   En fin, echán2te de menos, quiero ir a verteeee, seguro que me pones una excusa a mi tambien -_-",2
si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai,1
Amo los vestidos largos y los enterizos,0
"@user yo estoy igual, he dormido nada o menos... Y en una hora en marcha a currar",2
@user ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,1
"Hola @user gracias por la información, tomamos nota  Qué tengas un buen día",0
Que os peten el ojete,2
"@user Como lo dijo @user, menores de 16 años",1
"@user Sí, lo que imaginaba. Todos los días se aprende algo nuevo, gracias",0
"@user ay si, pero no puedo cambiar el username y soy un numero raro  aiuda",2
@user algunos callaos pa que no nos digan reventaores la Yihad!,1
Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee,0
"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",2
"@user mándame tu dirección postal a pdeveraoficial@yahoo.es para que pueda mandártelo, o habla con @user  Un besazo!",1
@user jajajaja si si. Buscaré en Pinterest algo así  gracias 😘,0
"En pleno 2016 ya no debería existir la siguiente conversación: Hola! -Hola Como estas? -Bien, vos? (Esa conversación q no pasa de ahí)",2
@user ah wno no es que me pase nada es que cuando el Hype está tan alto y se habla tanto tengo la sensación de que ya la he visto,1
que feliz voy a ser a las 3,0
Nota menta las felicitaciones automatizadas en LinkedIn cantan mucho cuando te llegan todas a la vez,2
Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba,1
y el video de la campaña de este año del juego fue muy bueno pero no lo tengo,0
